,test_patient,train_shape,test_shape,train_lable_count,test_label_count,sensor_pos,sensor_type,features,model_name,duration,accuracy,f1_score,precision,recall,conf_matrix,clf_report,loss
42,G09,"(19058, 43)","(592, 43)","{0.0: 13303, 1.0: 5755}",{0.0: 592},shank,acc,stat,SupportVectorsMachine,0:01:08.191523,0.7381756756756757,0.8493683187560739,1.0,0.7381756756756757,"[[437 155]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.7381756756756757, 'f1-score': 0.8493683187560739, 'support': 592}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.7381756756756757, 'macro avg': {'precision': 0.5, 'recall': 0.36908783783783783, 'f1-score': 0.42468415937803694, 'support': 592}, 'weighted avg': {'precision': 1.0, 'recall': 0.7381756756756757, 'f1-score': 0.8493683187560739, 'support': 592}}",
43,G09,"(19058, 43)","(592, 43)","{0.0: 13303, 1.0: 5755}",{0.0: 592},shank,acc,stat,RandomForest,0:00:32.449320,1.0,1.0,1.0,1.0,"[[592   0]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 592}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 592}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 592}}",
44,G09,"(19058, 43)","(592, 43)","{0.0: 13303, 1.0: 5755}",{0.0: 592},shank,acc,stat,DecisionTree,0:00:00.490590,0.954391891891892,0.9766637856525496,1.0,0.954391891891892,"[[565  27]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9543918918918919, 'f1-score': 0.9766637856525497, 'support': 592}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9543918918918919, 'macro avg': {'precision': 0.5, 'recall': 0.47719594594594594, 'f1-score': 0.48833189282627487, 'support': 592}, 'weighted avg': {'precision': 1.0, 'recall': 0.9543918918918919, 'f1-score': 0.9766637856525496, 'support': 592}}",
45,G09,"(19058, 43)","(592, 43)","{0.0: 13303, 1.0: 5755}",{0.0: 592},shank,acc,stat,GaussianNaiveBayes,0:00:00.024723,0.9375,0.9677419354838708,1.0,0.9375,"[[555  37]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9375, 'f1-score': 0.967741935483871, 'support': 592}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9375, 'macro avg': {'precision': 0.5, 'recall': 0.46875, 'f1-score': 0.4838709677419355, 'support': 592}, 'weighted avg': {'precision': 1.0, 'recall': 0.9375, 'f1-score': 0.9677419354838709, 'support': 592}}",
46,G09,"(19058, 43)","(592, 43)","{0.0: 13303, 1.0: 5755}",{0.0: 592},shank,acc,stat,K-NearestNeighbors,0:00:00.280099,0.9222972972972971,0.9595782073813708,1.0,0.9222972972972971,"[[546  46]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9222972972972973, 'f1-score': 0.9595782073813708, 'support': 592}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9222972972972973, 'macro avg': {'precision': 0.5, 'recall': 0.46114864864864863, 'f1-score': 0.4797891036906854, 'support': 592}, 'weighted avg': {'precision': 1.0, 'recall': 0.9222972972972973, 'f1-score': 0.9595782073813708, 'support': 592}}",
47,G09,"(19058, 43)","(592, 43)","{0.0: 13303, 1.0: 5755}",{0.0: 592},shank,acc,stat,K-NearestNeighbors_DynamicTimeWrapping,0:01:24.064284,0.9239864864864864,0.9604916593503072,1.0,0.9239864864864864,"[[547  45]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9239864864864865, 'f1-score': 0.9604916593503073, 'support': 592}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9239864864864865, 'macro avg': {'precision': 0.5, 'recall': 0.46199324324324326, 'f1-score': 0.48024582967515367, 'support': 592}, 'weighted avg': {'precision': 1.0, 'recall': 0.9239864864864865, 'f1-score': 0.9604916593503073, 'support': 592}}",
48,G11,"(19274, 43)","(376, 43)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",shank,acc,stat,LSTM,0:05:35.488997,0.8096514940261841,0.8151041865348816,0.8096514940261841,0.8096514940261841,"[[302   0]
 [ 71   0]]","{'0': {'precision': 0.8096514745308311, 'recall': 1.0, 'f1-score': 0.8948148148148147, 'support': 302}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 71}, 'accuracy': 0.8096514745308311, 'macro avg': {'precision': 0.40482573726541554, 'recall': 0.5, 'f1-score': 0.44740740740740736, 'support': 373}, 'weighted avg': {'precision': 0.655535510209949, 'recall': 0.8096514745308311, 'f1-score': 0.7244881342468473, 'support': 373}}",0.4900448024272919
50,G11,"(19274, 43)","(376, 43)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",shank,acc,stat,SupportVectorsMachine,0:01:10.639924,0.7579787234042553,0.6994962500402355,0.6493918838154434,0.7579787234042553,"[[285  20]
 [ 71   0]]","{'0.0': {'precision': 0.800561797752809, 'recall': 0.9344262295081968, 'f1-score': 0.8623298033282905, 'support': 305}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 71}, 'accuracy': 0.7579787234042553, 'macro avg': {'precision': 0.4002808988764045, 'recall': 0.4672131147540984, 'f1-score': 0.43116490166414523, 'support': 376}, 'weighted avg': {'precision': 0.6493918838154434, 'recall': 0.7579787234042553, 'f1-score': 0.6994962500402355, 'support': 376}}",
51,G11,"(19274, 43)","(376, 43)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",shank,acc,stat,RandomForest,0:00:32.347035,0.7978723404255319,0.7245447378347183,0.6842653684895511,0.7978723404255319,"[[299   6]
 [ 70   1]]","{'0.0': {'precision': 0.8102981029810298, 'recall': 0.980327868852459, 'f1-score': 0.8872403560830862, 'support': 305}, '1.0': {'precision': 0.14285714285714285, 'recall': 0.014084507042253521, 'f1-score': 0.025641025641025637, 'support': 71}, 'accuracy': 0.7978723404255319, 'macro avg': {'precision': 0.47657762291908634, 'recall': 0.49720618794735627, 'f1-score': 0.4564406908620559, 'support': 376}, 'weighted avg': {'precision': 0.6842653684895511, 'recall': 0.7978723404255319, 'f1-score': 0.7245447378347183, 'support': 376}}",
52,G11,"(19274, 43)","(376, 43)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",shank,acc,stat,DecisionTree,0:00:00.504779,0.39361702127659576,0.4538252602987777,0.6190212093711136,0.39361702127659576,"[[121 184]
 [ 44  27]]","{'0.0': {'precision': 0.7333333333333333, 'recall': 0.39672131147540984, 'f1-score': 0.5148936170212766, 'support': 305}, '1.0': {'precision': 0.12796208530805686, 'recall': 0.38028169014084506, 'f1-score': 0.19148936170212763, 'support': 71}, 'accuracy': 0.39361702127659576, 'macro avg': {'precision': 0.43064770932069507, 'recall': 0.38850150080812745, 'f1-score': 0.3531914893617021, 'support': 376}, 'weighted avg': {'precision': 0.6190212093711136, 'recall': 0.39361702127659576, 'f1-score': 0.4538252602987777, 'support': 376}}",
53,G11,"(19274, 43)","(376, 43)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",shank,acc,stat,GaussianNaiveBayes,0:00:00.024488,0.726063829787234,0.6824328754548733,0.6437484537357744,0.726063829787234,"[[273  32]
 [ 71   0]]","{'0.0': {'precision': 0.7936046511627907, 'recall': 0.8950819672131147, 'f1-score': 0.8412942989214176, 'support': 305}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 71}, 'accuracy': 0.726063829787234, 'macro avg': {'precision': 0.39680232558139533, 'recall': 0.44754098360655736, 'f1-score': 0.4206471494607088, 'support': 376}, 'weighted avg': {'precision': 0.6437484537357744, 'recall': 0.726063829787234, 'f1-score': 0.6824328754548733, 'support': 376}}",
54,G11,"(19274, 43)","(376, 43)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",shank,acc,stat,K-NearestNeighbors,0:00:00.180254,0.7792553191489362,0.7146730452045568,0.6678019362205915,0.7792553191489362,"[[292  13]
 [ 70   1]]","{'0.0': {'precision': 0.8066298342541437, 'recall': 0.9573770491803278, 'f1-score': 0.8755622188905547, 'support': 305}, '1.0': {'precision': 0.07142857142857142, 'recall': 0.014084507042253521, 'f1-score': 0.023529411764705882, 'support': 71}, 'accuracy': 0.7792553191489362, 'macro avg': {'precision': 0.43902920284135755, 'recall': 0.4857307781112907, 'f1-score': 0.4495458153276303, 'support': 376}, 'weighted avg': {'precision': 0.6678019362205915, 'recall': 0.7792553191489362, 'f1-score': 0.7146730452045568, 'support': 376}}",
55,G11,"(19274, 43)","(376, 43)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",shank,acc,stat,K-NearestNeighbors_DynamicTimeWrapping,0:00:39.248919,0.7792553191489362,0.7325457941949989,0.7085877055125724,0.7792553191489362,"[[287  18]
 [ 65   6]]","{'0.0': {'precision': 0.8153409090909091, 'recall': 0.940983606557377, 'f1-score': 0.8736681887366818, 'support': 305}, '1.0': {'precision': 0.25, 'recall': 0.08450704225352113, 'f1-score': 0.12631578947368421, 'support': 71}, 'accuracy': 0.7792553191489362, 'macro avg': {'precision': 0.5326704545454546, 'recall': 0.5127453244054491, 'f1-score': 0.49999198910518305, 'support': 376}, 'weighted avg': {'precision': 0.7085877055125724, 'recall': 0.7792553191489362, 'f1-score': 0.7325457941949989, 'support': 376}}",
56,P231,"(18900, 43)","(750, 43)","{0.0: 13145, 1.0: 5755}",{0.0: 750},shank,acc,stat,LSTM,0:05:29.443475,1.0,1.0,1.0,1.0,"[[747   0]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 747}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 747}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 747}}",0.2907862067222595
58,P231,"(18900, 43)","(750, 43)","{0.0: 13145, 1.0: 5755}",{0.0: 750},shank,acc,stat,SupportVectorsMachine,0:01:07.113301,0.8506666666666667,0.9193083573487032,1.0,0.8506666666666667,"[[638 112]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.8506666666666667, 'f1-score': 0.9193083573487032, 'support': 750}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8506666666666667, 'macro avg': {'precision': 0.5, 'recall': 0.42533333333333334, 'f1-score': 0.4596541786743516, 'support': 750}, 'weighted avg': {'precision': 1.0, 'recall': 0.8506666666666667, 'f1-score': 0.9193083573487032, 'support': 750}}",
59,P231,"(18900, 43)","(750, 43)","{0.0: 13145, 1.0: 5755}",{0.0: 750},shank,acc,stat,RandomForest,0:00:32.457421,1.0,1.0,1.0,1.0,"[[750   0]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 750}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 750}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 750}}",
60,P231,"(18900, 43)","(750, 43)","{0.0: 13145, 1.0: 5755}",{0.0: 750},shank,acc,stat,DecisionTree,0:00:00.496004,0.9866666666666668,0.993288590604027,1.0,0.9866666666666668,"[[740  10]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9866666666666667, 'f1-score': 0.9932885906040269, 'support': 750}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9866666666666667, 'macro avg': {'precision': 0.5, 'recall': 0.49333333333333335, 'f1-score': 0.4966442953020134, 'support': 750}, 'weighted avg': {'precision': 1.0, 'recall': 0.9866666666666667, 'f1-score': 0.993288590604027, 'support': 750}}",
61,P231,"(18900, 43)","(750, 43)","{0.0: 13145, 1.0: 5755}",{0.0: 750},shank,acc,stat,GaussianNaiveBayes,0:00:00.024049,0.9693333333333334,0.9844278943805008,1.0,0.9693333333333334,"[[727  23]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9693333333333334, 'f1-score': 0.984427894380501, 'support': 750}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9693333333333334, 'macro avg': {'precision': 0.5, 'recall': 0.4846666666666667, 'f1-score': 0.4922139471902505, 'support': 750}, 'weighted avg': {'precision': 1.0, 'recall': 0.9693333333333334, 'f1-score': 0.9844278943805009, 'support': 750}}",
62,P231,"(18900, 43)","(750, 43)","{0.0: 13145, 1.0: 5755}",{0.0: 750},shank,acc,stat,K-NearestNeighbors,0:00:00.299813,0.98,0.98989898989899,1.0,0.98,"[[735  15]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.98, 'f1-score': 0.98989898989899, 'support': 750}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.98, 'macro avg': {'precision': 0.5, 'recall': 0.49, 'f1-score': 0.494949494949495, 'support': 750}, 'weighted avg': {'precision': 1.0, 'recall': 0.98, 'f1-score': 0.98989898989899, 'support': 750}}",
63,P231,"(18900, 43)","(750, 43)","{0.0: 13145, 1.0: 5755}",{0.0: 750},shank,acc,stat,K-NearestNeighbors_DynamicTimeWrapping,0:01:49.492593,0.9826666666666668,0.9912575655682584,1.0,0.9826666666666668,"[[737  13]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9826666666666667, 'f1-score': 0.9912575655682582, 'support': 750}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9826666666666667, 'macro avg': {'precision': 0.5, 'recall': 0.49133333333333334, 'f1-score': 0.4956287827841291, 'support': 750}, 'weighted avg': {'precision': 1.0, 'recall': 0.9826666666666667, 'f1-score': 0.9912575655682583, 'support': 750}}",
64,P351,"(16859, 43)","(2791, 43)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},shank,acc,stat,LSTM,0:05:08.078625,1.0,1.0,1.0,1.0,"[[2788    0]
 [   0    0]]","{'0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2788}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2788}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2788}}",0.025482865050435063
66,P351,"(16859, 43)","(2791, 43)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},shank,acc,stat,SupportVectorsMachine,0:00:59.799123,0.6219992834109638,0.7669538325601943,1.0,0.6219992834109638,"[[1736 1055]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.6219992834109638, 'f1-score': 0.7669538325601943, 'support': 2791}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.6219992834109638, 'macro avg': {'precision': 0.5, 'recall': 0.3109996417054819, 'f1-score': 0.38347691628009717, 'support': 2791}, 'weighted avg': {'precision': 1.0, 'recall': 0.6219992834109638, 'f1-score': 0.7669538325601943, 'support': 2791}}",
67,P351,"(16859, 43)","(2791, 43)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},shank,acc,stat,RandomForest,0:00:28.289978,0.94912217843067,0.9738970588235294,1.0,0.94912217843067,"[[2649  142]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.94912217843067, 'f1-score': 0.9738970588235294, 'support': 2791}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.94912217843067, 'macro avg': {'precision': 0.5, 'recall': 0.474561089215335, 'f1-score': 0.4869485294117647, 'support': 2791}, 'weighted avg': {'precision': 1.0, 'recall': 0.94912217843067, 'f1-score': 0.9738970588235294, 'support': 2791}}",
68,P351,"(16859, 43)","(2791, 43)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},shank,acc,stat,DecisionTree,0:00:00.450605,0.8659978502328914,0.9281874039938556,1.0,0.8659978502328914,"[[2417  374]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.8659978502328914, 'f1-score': 0.9281874039938557, 'support': 2791}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8659978502328914, 'macro avg': {'precision': 0.5, 'recall': 0.4329989251164457, 'f1-score': 0.46409370199692784, 'support': 2791}, 'weighted avg': {'precision': 1.0, 'recall': 0.8659978502328914, 'f1-score': 0.9281874039938557, 'support': 2791}}",
69,P351,"(16859, 43)","(2791, 43)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},shank,acc,stat,GaussianNaiveBayes,0:00:00.038151,0.6771766391974203,0.8075197607348857,1.0,0.6771766391974203,"[[1890  901]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.6771766391974203, 'f1-score': 0.8075197607348857, 'support': 2791}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.6771766391974203, 'macro avg': {'precision': 0.5, 'recall': 0.33858831959871016, 'f1-score': 0.40375988036744287, 'support': 2791}, 'weighted avg': {'precision': 1.0, 'recall': 0.6771766391974203, 'f1-score': 0.8075197607348857, 'support': 2791}}",
70,P351,"(16859, 43)","(2791, 43)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},shank,acc,stat,K-NearestNeighbors,0:00:00.885090,0.8219276245073449,0.9022615535889872,1.0,0.8219276245073449,"[[2294  497]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.821927624507345, 'f1-score': 0.9022615535889872, 'support': 2791}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.821927624507345, 'macro avg': {'precision': 0.5, 'recall': 0.4109638122536725, 'f1-score': 0.4511307767944936, 'support': 2791}, 'weighted avg': {'precision': 1.0, 'recall': 0.821927624507345, 'f1-score': 0.9022615535889872, 'support': 2791}}",
71,P351,"(16859, 43)","(2791, 43)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},shank,acc,stat,K-NearestNeighbors_DynamicTimeWrapping,0:05:29.972691,0.8154783231816554,0.8983619498717191,1.0,0.8154783231816554,"[[2276  515]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.8154783231816554, 'f1-score': 0.898361949871719, 'support': 2791}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8154783231816554, 'macro avg': {'precision': 0.5, 'recall': 0.4077391615908277, 'f1-score': 0.4491809749358595, 'support': 2791}, 'weighted avg': {'precision': 1.0, 'recall': 0.8154783231816554, 'f1-score': 0.898361949871719, 'support': 2791}}",
72,P379,"(18612, 43)","(1038, 43)","{0.0: 13180, 1.0: 5432}","{0.0: 715, 1.0: 323}",shank,acc,stat,LSTM,0:05:26.994406,0.6879227161407471,0.6941288113594055,0.6879227161407471,0.6879227161407471,"[[712   0]
 [323   0]]","{'0': {'precision': 0.6879227053140097, 'recall': 1.0, 'f1-score': 0.8151116199198626, 'support': 712}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 323}, 'accuracy': 0.6879227053140097, 'macro avg': {'precision': 0.34396135265700484, 'recall': 0.5, 'f1-score': 0.4075558099599313, 'support': 1035}, 'weighted avg': {'precision': 0.47323764848654576, 'recall': 0.6879227053140097, 'f1-score': 0.5607337907081567, 'support': 1035}}",1.5500513315200806
74,P379,"(18612, 43)","(1038, 43)","{0.0: 13180, 1.0: 5432}","{0.0: 715, 1.0: 323}",shank,acc,stat,SupportVectorsMachine,0:01:05.594704,0.6127167630057804,0.5247505926436878,0.4608987877430727,0.6127167630057804,"[[635  80]
 [322   1]]","{'0.0': {'precision': 0.6635318704284221, 'recall': 0.8881118881118881, 'f1-score': 0.7595693779904306, 'support': 715}, '1.0': {'precision': 0.012345679012345678, 'recall': 0.0030959752321981426, 'f1-score': 0.0049504950495049506, 'support': 323}, 'accuracy': 0.6127167630057804, 'macro avg': {'precision': 0.3379387747203839, 'recall': 0.44560393167204315, 'f1-score': 0.38225993651996776, 'support': 1038}, 'weighted avg': {'precision': 0.4608987877430727, 'recall': 0.6127167630057804, 'f1-score': 0.5247505926436878, 'support': 1038}}",
75,P379,"(18612, 43)","(1038, 43)","{0.0: 13180, 1.0: 5432}","{0.0: 715, 1.0: 323}",shank,acc,stat,RandomForest,0:00:30.056774,0.7225433526011561,0.6623417673850874,0.7172342391983625,0.7225433526011561,"[[689  26]
 [262  61]]","{'0.0': {'precision': 0.7245005257623555, 'recall': 0.9636363636363636, 'f1-score': 0.8271308523409363, 'support': 715}, '1.0': {'precision': 0.7011494252873564, 'recall': 0.18885448916408668, 'f1-score': 0.2975609756097561, 'support': 323}, 'accuracy': 0.7225433526011561, 'macro avg': {'precision': 0.7128249755248559, 'recall': 0.5762454264002251, 'f1-score': 0.5623459139753462, 'support': 1038}, 'weighted avg': {'precision': 0.7172342391983625, 'recall': 0.7225433526011561, 'f1-score': 0.6623417673850874, 'support': 1038}}",
